Hole Depth (feet),Bit Depth (feet),Rate Of Penetration (ft_per_hr),Weight on Bit (klbs),Rotary RPM (RPM),Standpipe Pressure (psi),Total Pump Output (gal_per_min),Differential Pressure (psi),Convertible Torque (kft_lb),Inclination (degrees),Azimuth (degrees),Gamma at Bit (api),Hook Load (klbs),Block Height (feet),Magnetic Toolface (degrees),Gravity Toolface (degrees),Rig Super State (unitless),Rig Sub State (unitless),RSS STEERING % (percent),RSS PRG STEERING % (percent),AutoDriller WOB SP (klbs),AutoDriller Diff Press SP (psi),AutoDriller On Bottom ROP Setpoint (ft_per_hr),YYYY/MM/DD,HH:MM:SS
12751,12751,374,30,110.73,4971,331.15,1086.1,14.228,89.5,166.4,77.58,143.1,76.3,231.61,-112.5,1,1,6,18,30,1200,500,9/19/2024,4:16:46
12752,12752,377.2,30,110.27,4946.01,331.82,1088.24,14.042,89.5,166.4,77.58,144.3,75.3,231.61,-112.5,1,1,6,18,30,1200,500,9/19/2024,4:16:56
12753,12753,383.77,30.1,110.93,4967.26,331.15,1091.62,14.079,89.5,166.4,77.58,143.6,74.3,231.61,-112.5,1,1,6,18,30,1200,500,9/19/2024,4:17:05
12754,12754,384.64,30.6,110.5,4966.01,330.49,1085.59,13.444,89.5,166.4,77.58,143.2,73.3,231.61,-112.5,1,1,6,18,30,1200,500,9/19/2024,4:17:15
12755,12755,382.39,30.4,110.33,4963.51,331.15,1086.47,13.481,89.5,166.4,77.58,143,72.3,231.61,-112.5,1,1,6,18,30,1200,500,9/19/2024,4:17:24
12756,12756,372.85,30.2,110.47,4986.02,331.15,1087.41,14.116,89.5,166.4,77.58,143.8,71.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:17:34
12757,12757,377.72,30.2,110.67,4964.77,331.82,1078.72,13.108,89.5,166.4,77.58,143.1,70.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:17:44
12758,12758,381.85,30.1,110.67,4979.76,331.82,1081.09,13.407,89.5,166.4,83.38,143.4,69.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:17:53
12759,12759,381.83,30.1,110.87,4968.51,331.15,1089.15,13.257,89.5,166.4,83.38,143.3,68.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:18:02
12760,12760,382.81,30.1,110.73,4963.51,331.15,1091.42,14.676,89.5,166.4,83.38,142.7,67.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:18:12
12761,12761,383.4,30.2,110.61,4972.27,331.15,1095.99,14.116,89.5,166.4,83.38,143.2,66.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:18:21
12762,12762,385.81,30.2,110.56,4964.77,331.82,1097.69,13.705,89.5,166.4,83.38,142.9,65.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:18:30
12763,12763,386.15,30.3,110.47,4967.26,331.15,1097.97,13.519,89.5,166.4,83.38,142.9,64.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:18:39
12764,12764,385.23,31.9,110.3,4987.26,331.15,1105.13,14.079,89.5,166.4,87.39,143.7,63.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:18:51
12765,12765,366.6,30.8,110.3,4976.01,331.82,1093.23,12.847,89.5,166.4,87.39,142.7,62.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:19:01
12766,12766,339.73,30.2,110.96,4956.01,331.15,1074.18,12.996,89.5,166.4,87.39,144.7,61.3,231.61,-112.5,1,1,6,81,30,1200,500,9/19/2024,4:19:11
12767,12767,377.62,29.8,110.61,4936.01,331.82,1062.75,13.407,89.5,166.4,87.39,143.6,60.3,231.61,-112.5,1,1,6,41,30,1200,500,9/19/2024,4:19:19
12768,12768,413.53,30.1,110.47,4949.76,331.15,1072.78,13.481,89.5,166.4,87.39,142.9,59.3,231.61,-112.5,1,1,6,41,30,1200,500,9/19/2024,4:19:28
12769,12769,413.51,30.1,110.5,4969.76,331.15,1079.54,13.444,89.5,166.4,87.39,143.4,58.3,231.61,-112.5,1,1,6,41,30,1200,500,9/19/2024,4:19:38
12770,12770,397.74,30.1,110.39,4978.52,331.82,1090.05,13.556,89.5,166.4,87.39,142.7,57.3,231.61,-112.5,1,1,6,41,30,1200,500,9/19/2024,4:19:47
12771,12771,389.47,30.1,110.36,4984.75,331.82,1107.36,13.257,89.5,166.4,87.39,143.1,56.3,231.61,-112.5,1,1,6,41,30,1200,500,9/19/2024,4:19:56
12772,12772,389.32,30.3,110.39,4964.77,330.49,1102.36,13.481,89.5,166.4,91.61,142.8,55.3,231.61,-112.5,1,1,6,41,30,1200,500,9/19/2024,4:20:05
12773,12773,389.12,30.1,110.67,4971,331.15,1097.2,13.407,89.5,166.4,91.61,143.3,54.3,231.61,-112.5,1,1,6,41,30,1200,500,9/19/2024,4:20:15
12774,12774,391.38,30.3,110.44,4996.01,331.15,1105.6,13.444,89.5,166.4,91.61,142.9,53.3,231.61,-112.5,1,1,6,41,30,1200,500,9/19/2024,4:20:24
12775,12775,391.56,30.4,110.33,4997.26,331.82,1113.99,14.303,89.5,166.4,91.61,142.9,52.3,231.61,-112.5,1,1,6,41,30,1200,500,9/19/2024,4:20:33
12776,12776,386.33,30.3,110.44,4972.27,330.49,1115.96,13.631,89.5,166.4,91.61,142.8,51.3,231.61,-112.5,1,1,6,18,20,1200,500,9/19/2024,4:20:43
12777,12777,377.74,29.5,110.5,4997.26,331.15,1120.39,13.033,89.5,166.4,91.61,144.6,50.3,231.61,-112.5,1,1,6,18,20,1200,500,9/19/2024,4:20:54
12778,12778,363.72,27.5,110.5,4976.01,331.82,1102.46,12.286,89.5,166.4,103.68,148.5,49.3,231.61,-112.5,1,1,6,18,20,1200,500,9/19/2024,4:21:08
12779,12779,292.24,23.7,110.53,4919.76,331.15,1044.22,11.577,89.5,166.4,103.68,151,48.3,231.61,-112.5,1,1,6,18,20,1200,500,9/19/2024,4:21:24
12780,12780,240.98,21.3,110.41,4797.26,331.15,937.7,11.278,89.5,166.4,103.68,153.1,47.3,231.61,-112.5,1,1,6,18,20,1200,500,9/19/2024,4:21:39
12781,12781,231.94,20.7,110.41,4712.26,331.15,869.43,11.278,89.5,166.4,103.68,152.3,46.3,231.61,-112.5,1,1,6,18,20,1200,500,9/19/2024,4:21:55
12782,12782,236.74,20.5,110.96,4706,331.82,811.82,11.427,89.5,166.4,103.68,152.1,45.3,231.61,-112.5,1,1,6,11,20,1200,500,9/19/2024,4:22:10
12783,12783,241.78,20.4,110.39,4691.01,331.15,786.91,10.867,89.5,166.4,94.98,152,44.3,231.61,-112.5,1,1,6,11,20,1200,500,9/19/2024,4:22:24
12784,12784,243.83,20.7,110.5,4646,331.15,781.98,11.017,89.5,166.4,94.98,152.4,43.3,231.61,-112.5,1,1,6,11,20,1200,500,9/19/2024,4:22:40
12785,12785,240.75,21.1,110.53,4654.76,331.82,796.78,11.091,89.5,166.4,94.98,152.1,42.3,231.61,-112.5,1,1,6,11,20,1200,500,9/19/2024,4:22:55
12786,12786,232.55,21.3,60.3,4657.26,331.15,796.78,11.427,89.5,166.4,94.98,152,41.3,231.61,-112.5,1,1,6,11,20,1200,500,9/19/2024,4:23:14
12787,12787,202.2,21,110.59,4649.76,331.82,769.14,14.639,89.5,166.4,95.87,152.1,40.3,231.61,-112.5,1,1,6,11,20,1200,500,9/19/2024,4:23:31
12788,12788,221.78,20.4,110.76,4624.75,331.15,755.67,11.241,89.5,166.4,95.87,152.5,39.3,231.61,-112.5,1,1,6,11,20,1200,500,9/19/2024,4:23:47
12789,12789,221.55,20.5,110.39,4636.01,331.82,756.57,11.427,89.5,166.4,95.87,152.3,38.3,231.61,-112.5,1,1,6,19,20,1200,500,9/19/2024,4:24:04
12790,12790,221.06,21.2,60.39,4648.51,331.82,765.6,10.83,89.5,166.4,95.87,151.9,37.3,231.61,-112.5,1,1,6,19,20,1200,500,9/19/2024,4:24:23
12791,12791,193.4,20.8,60.24,4633.51,331.82,750.97,11.054,89.5,166.4,95.87,152,36.3,231.61,-112.5,1,1,6,19,20,1200,500,9/19/2024,4:24:43
12792,12792,201.92,20.3,110.99,4626.02,331.81,744.46,16.357,89.5,166.4,91.86,153,35.3,231.61,-112.5,1,1,6,19,20,1200,500,9/19/2024,4:24:59
12793,12793,229.46,20,110.56,4624.75,331.15,758.96,10.905,89.5,166.4,91.86,152.7,34.3,231.61,-112.5,1,1,6,19,20,1200,500,9/19/2024,4:25:15
12794,12794,230.5,20.2,110.7,4628.51,331.82,758.96,11.203,89.5,166.4,91.86,152.3,33.3,231.61,-112.5,1,1,6,33,20,1200,500,9/19/2024,4:25:31
12795,12795,230.39,22.2,60.42,4642.26,331.15,766.26,10.793,89.5,166.4,104.11,151.9,32.3,231.61,-112.5,1,1,6,33,20,1200,500,9/19/2024,4:25:53
12796,12796,180.69,21.5,60.3,4599.76,331.82,718.87,10.008,89.5,166.4,104.11,151.6,31.3,231.61,-112.5,1,1,6,33,20,1200,500,9/19/2024,4:26:21
12797,12797,142.31,20.8,110.53,4536.01,331.82,655.6,13.668,89.5,166.4,104.11,151.9,30.3,231.61,-112.5,1,1,6,33,20,1200,500,9/19/2024,4:26:46
12798,12798,180.07,20,110.33,4516,331.82,612.36,10.046,89.5,166.4,97.41,154.6,29.3,231.61,-112.5,1,1,6,41,20,1200,500,9/19/2024,4:27:03
12799,12799,228.7,19.8,110.53,4546.01,331.15,647.79,10.606,89.5,166.4,97.41,152.2,28.3,231.61,-112.5,1,1,6,41,20,1200,500,9/19/2024,4:27:20
12800,12800,223.48,19.8,110.5,4562.26,331.82,677.58,10.419,89.5,166.4,97.41,152.5,27.3,231.61,-112.5,1,1,6,41,20,1200,500,9/19/2024,4:27:36
12801,12801,221.17,20.1,110.36,4569.76,331.82,691.86,10.905,89.5,166.4,97.41,152.3,26.3,231.61,-112.5,1,1,6,41,17,1200,500,9/19/2024,4:27:53
12802,12802,219.34,19.9,110.36,4581.01,331.15,697.82,10.494,89.5,166.4,97.41,152.8,25.3,231.61,-112.5,1,1,6,41,17,1200,500,9/19/2024,4:28:11
12803,12803,207.29,19.2,110.39,4574.76,331.82,688.23,10.531,89.5,166.4,96.52,153.9,24.3,231.61,-112.5,1,1,6,41,17,1200,500,9/19/2024,4:28:32
12804,12804,174.2,17.6,110.5,4539.76,331.15,666.13,10.195,89.5,166.4,96.52,154.7,23.3,231.61,-112.5,1,1,6,86,17,1200,500,9/19/2024,4:28:53
12805,12805,171.94,17.3,110.41,4521.01,332.48,633.51,9.971,89.5,166.4,96.52,154.6,22.3,231.61,-112.5,1,1,6,86,17,1200,500,9/19/2024,4:29:14
12806,12806,178.16,18,110.36,4513.51,331.15,626.6,9.747,89.5,166.4,101.89,155.3,21.3,231.61,-112.5,1,1,6,86,10,1200,500,9/19/2024,4:29:35
12807,12807,177.67,17.6,110.79,4497.27,331.82,610.7,13.593,89.5,166.4,101.89,159.5,20.3,231.61,-112.5,1,1,6,76,13,1200,500,9/19/2024,4:30:17
12808,12808,104.69,13.4,110.64,4373.5,331.82,478.95,8.701,89.5,166.4,104.11,159.2,19.3,231.61,-112.5,1,1,6,76,13,1200,500,9/19/2024,4:30:53
12809,12809,104.24,13.2,110.76,4326,331.82,450.99,12.996,89.5,166.4,104.11,159,18.3,231.61,-112.5,1,1,6,67,13,1200,500,9/19/2024,4:31:29
12810,12810,112.66,13.3,110.82,4328.51,332.48,448.89,9.112,89.5,166.4,97.88,159.3,17.3,231.61,-112.5,1,1,6,67,13,1200,500,9/19/2024,4:32:01
12811,12811,113.08,13.7,109.93,4354.77,332.48,466.48,9.187,89.5,166.4,97.88,159.1,16.3,231.61,-112.5,1,1,6,67,13,1200,500,9/19/2024,4:32:35
12812,12812,105.92,13.4,60.33,4349.76,331.82,464.17,8.963,89.5,166.4,98.31,158.8,15.3,231.61,-112.5,1,1,6,67,13,1200,500,9/19/2024,4:33:11
12813,12813,111.31,13.3,110.73,4344.76,331.82,470.39,12.585,89.5,166.4,98.31,159,14.3,231.61,-112.5,1,1,6,67,13,1200,500,9/19/2024,4:33:45
12814,12814,111.35,13.8,110.41,4348.51,331.15,462.51,8.776,89.5,166.4,98.09,158.4,13.3,231.61,-112.5,1,1,6,67,25,1200,500,9/19/2024,4:34:17
12815,12815,172.25,16.7,110.41,4353.5,331.81,489.75,9.635,89.5,166.4,98.09,157,12.3,231.61,-112.5,1,1,6,67,25,1200,500,9/19/2024,4:34:35
12816,12816,232.9,19.8,110.61,4446.01,331.15,566.02,10.12,89.5,166.4,98.09,153.6,11.3,231.61,-112.5,1,1,6,67,25,1200,500,9/19/2024,4:34:48
12817,12817,269.04,22.4,110.39,4518.51,332.48,647.26,11.203,89.5,166.4,109.48,151,10.3,231.61,-112.5,1,1,6,67,25,1200,500,9/19/2024,4:35:01
12818,12818,275.71,23.8,110.61,4604.75,331.15,733.77,11.539,89.5,166.4,109.48,148.3,9.3,231.61,-112.5,1,1,6,67,25,1200,500,9/19/2024,4:35:16
12819,12819,263.78,27.4,110.67,4603.51,331.82,747.93,11.278,89.5,166.4,109.48,147,8.3,231.61,-112.5,1,1,6,67,25,1200,500,9/19/2024,4:35:37
12820,12820,143.92,23.8,78.1,3647.26,331.82,-199.38,10.232,89.5,166.4,109.48,160.1,101.6,231.61,-112.5,1,1,6,54,25,1200,500,9/19/2024,4:38:24
12821,12821,285.57,26.9,110.41,3908.51,331.82,20.47,12.847,89.5,166.4,109.48,149.2,100.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:38:31
12822,12822,470.07,30.3,110.61,4282.26,331.15,435.87,14.042,89.5,166.4,109.48,145.2,99.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:38:41
12823,12823,470.59,29.7,110.33,4693.5,331.15,817.61,14.042,89.5,166.4,109.48,145.5,98.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:38:57
12824,12824,264.92,27.8,110.56,4739.75,331.15,882.21,12.996,89.5,166.4,109.48,146.7,97.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:39:11
12825,12825,273.21,28.2,110.5,4786.01,331.15,902.19,12.51,89.5,166.4,109.48,147,96.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:39:24
12826,12826,285.39,29,110.56,4814.75,331.15,926.11,12.809,89.5,166.4,109.48,145.5,95.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:39:37
12827,12827,285.14,31.6,110.5,4819.76,331.15,935.85,13.257,89.5,166.4,109.48,144.9,94.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:39:53
12828,12828,251.5,30.2,110.47,4768.52,331.81,915.37,12.436,89.5,166.4,109.48,144.6,93.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:40:07
12829,12829,253.77,30.4,110.36,4771.01,331.82,881.36,12.398,89.5,166.4,109.48,145.1,92.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:40:21
12830,12830,276.41,29.5,110.7,4771.01,331.15,886.88,12.324,89.5,166.4,109.48,146.7,91.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:40:32
12831,12831,304.67,30,110.3,4784.76,331.15,910.34,12.473,89.5,166.4,109.48,144.4,90.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:40:45
12832,12832,302.52,30,110.39,4804.76,331.82,941.06,12.548,89.5,166.4,109.48,144.2,89.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:40:59
12833,12833,279.51,30,110.33,4822.25,331.15,955.18,12.286,89.5,166.4,109.48,144.1,88.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:41:11
12834,12834,277.41,30.1,110.5,4851.01,331.15,961.97,12.884,89.5,166.4,96.77,143.9,87.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:41:24
12835,12835,281.05,30.1,110.44,4832.26,331.82,959.61,12.174,89.5,166.4,96.77,144.2,86.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:41:37
12836,12836,282.17,30.3,110.39,4841.01,332.48,962.31,12.772,89.5,166.4,96.77,143.4,85.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:41:50
12837,12837,284.37,30.1,110.47,4849.77,331.15,977.57,13.183,89.5,166.4,96.77,144.2,84.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:42:02
12838,12838,288.87,30.2,110.41,4874.76,331.82,986.38,12.921,89.97,165.66,96.77,143.4,83.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:42:15
12839,12839,288.99,30.2,110.87,4851.01,331.82,976.01,12.772,89.97,165.66,96.77,143.8,82.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:42:27
12840,12840,284.95,30.4,110.87,4887.26,331.82,971.94,13.705,89.97,165.66,104.32,143.6,81.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:42:40
12841,12841,284.4,30.7,110.39,4877.27,331.82,976.38,12.697,89.97,165.66,104.32,143.1,80.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:42:54
12842,12842,277.77,30.6,110.79,4831.01,331.15,980.76,12.884,89.97,165.66,104.32,143.7,79.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:43:08
12843,12843,262.06,30.2,110.99,4831.01,331.15,971.3,12.212,89.97,165.66,104.32,143.7,78.5,231.61,-112.5,1,1,6,54,30,1200,500,9/19/2024,4:43:21
12844,12844,274.8,30.4,110.61,4844.76,331.15,972.29,12.66,89.97,165.66,104.32,144,77.5,231.61,-112.5,1,1,6,89,30,1200,500,9/19/2024,4:43:34
12845,12845,276.42,30.4,110.67,4837.26,331.15,966.57,13.631,89.97,165.66,95.87,144.3,76.5,231.61,-112.5,1,1,6,89,30,1200,500,9/19/2024,4:43:47
12846,12846,275.39,30.4,110.33,4859.76,331.82,976.4,13.22,89.97,165.66,95.87,143.3,75.5,231.61,-112.5,1,1,6,89,30,1200,500,9/19/2024,4:44:00
12847,12847,275.26,30.3,110.5,4874.76,331.81,982.57,13.705,89.97,165.66,95.87,143.1,74.5,231.61,-112.5,1,1,6,89,30,1200,500,9/19/2024,4:44:13
12848,12848,276.96,30.4,110.64,4858.51,331.15,972.9,12.884,89.97,165.66,95.87,143.1,73.5,231.61,-112.5,1,1,6,89,30,1200,500,9/19/2024,4:44:26
12849,12849,276.05,30.3,110.56,4883.52,331.82,984.31,12.809,89.97,165.66,95.87,143.9,72.5,231.61,-112.5,1,1,6,89,30,1200,500,9/19/2024,4:44:39
12850,12850,281.19,30.2,110.27,4856,331.15,979.67,12.884,89.97,165.66,91.61,143.5,71.5,231.61,-112.5,1,1,6,89,30,1200,500,9/19/2024,4:44:52
12851,12851,284.52,30.5,110.39,4864.76,331.15,974.5,13.705,89.97,165.66,91.61,143.1,70.5,231.61,-112.5,1,1,6,89,30,1200,500,9/19/2024,4:45:05
12852,12852,283.78,30,110.21,4879.76,331.82,994.29,13.332,89.97,165.66,91.61,143.4,69.5,231.61,-112.5,1,1,6,56,30,1200,500,9/19/2024,4:45:17
12853,12853,297.11,29.9,110.5,4907.26,331.82,1016.8,12.286,89.97,165.66,91.61,143.9,68.5,231.61,-112.5,1,1,6,56,30,1200,500,9/19/2024,4:45:29
12854,12854,314.09,29.8,110.56,4917.25,331.15,1031.09,12.735,89.97,165.66,91.61,143.7,67.5,231.61,-112.5,1,1,6,56,30,1200,500,9/19/2024,4:45:40
12855,12855,321.07,29.8,110.33,4903.5,331.15,1031.55,13.033,89.97,165.66,91.61,143.8,66.5,231.61,-112.5,1,1,6,56,30,1200,500,9/19/2024,4:45:51
12856,12856,321.07,29.9,110.39,4896,331.82,1033.87,12.921,89.97,165.66,91.61,143.5,65.5,231.61,-112.5,1,1,6,56,30,1200,500,9/19/2024,4:46:02
12857,12857,319.88,30.3,110.67,4879.76,330.49,1006.5,12.66,89.97,165.66,90.5,143,64.5,231.61,-112.5,1,1,6,56,30,1200,500,9/19/2024,4:46:14
12858,12858,315.66,32.3,110.44,4857.26,331.15,994.93,13.183,89.97,165.66,90.5,142.7,63.5,231.61,-112.5,1,1,6,56,30,1200,500,9/19/2024,4:46:27
12859,12859,301.44,32.1,110.84,4877.27,331.82,1002.4,12.137,89.97,165.66,90.5,142.5,62.5,231.61,-112.5,1,1,6,36,30,1200,500,9/19/2024,4:46:43
12860,12860,248.1,30.6,110.53,4813.51,331.15,955.35,11.427,89.97,165.66,90.5,143,61.5,231.61,-112.5,1,1,6,36,30,1200,500,9/19/2024,4:46:57
12861,12861,275.69,30.7,110.21,4768.52,331.81,907.71,12.51,89.97,165.66,90.29,145,60.5,231.61,-112.5,1,1,6,36,30,1200,500,9/19/2024,4:47:08
12862,12862,316.58,30.1,110.36,4797.26,331.82,919.5,12.062,89.97,165.66,90.29,143.3,59.5,231.61,-112.5,1,1,6,36,30,1200,500,9/19/2024,4:47:20
12863,12863,317.37,30.1,110.39,4818.51,331.81,931.52,12.809,89.97,165.66,90.29,143.1,58.5,231.61,-112.5,1,1,6,36,30,1200,500,9/19/2024,4:47:32
12864,12864,299.78,30,110.41,4827.26,331.15,943.54,12.585,89.97,165.66,90.29,142.9,57.5,231.61,-112.5,1,1,6,36,30,1200,500,9/19/2024,4:47:44
12865,12865,304.84,30.2,110.56,4837.26,331.15,953.71,12.548,89.97,165.66,90.29,143.1,56.5,231.61,-112.5,1,1,6,36,30,1200,500,9/19/2024,4:47:56
12866,12866,307.83,30,110.56,4878.51,331.15,967.63,12.66,89.97,165.66,90.29,142.9,55.5,231.61,-112.5,1,1,6,36,30,1200,500,9/19/2024,4:48:07
12867,12867,314.02,29.7,110.39,4849.77,331.15,978.01,13.257,89.97,165.66,90.29,144,54.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:48:18
12868,12868,328.98,29.8,110.41,4869.77,331.81,1005.01,13.183,89.97,165.66,85.6,143.1,53.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:48:29
12869,12869,339.15,29.6,110.5,4894.76,331.15,1017.56,12.847,89.97,165.66,85.6,143.2,52.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:48:39
12870,12870,344.83,29.5,110.44,4903.5,331.82,1035.6,13.593,89.97,165.66,85.6,143.3,51.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:48:50
12871,12871,355.38,29.5,110.59,4934.76,331.15,1044.66,13.183,89.97,165.66,85.6,143,50.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:49:00
12872,12872,362.14,29.9,110.53,4909.75,330.49,1048.45,12.847,89.97,165.66,85.6,143,49.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:49:09
12873,12873,363.15,29.8,110.5,4918.51,331.15,1052.51,12.959,89.97,165.66,85.6,142.8,48.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:49:19
12874,12874,363.94,29.8,110.41,4947.26,331.82,1056.67,13.071,89.97,165.66,85.6,143.1,47.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:49:29
12875,12875,372.56,30,110.56,4954.76,331.82,1062.11,13.332,89.97,165.66,82.48,142.7,46.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:49:38
12876,12876,375.18,30,110.24,4939.76,330.49,1076.48,14.49,89.97,165.66,82.48,142.7,45.5,231.61,-112.5,1,1,6,96,30,1200,500,9/19/2024,4:49:48
12877,12877,376.46,29.8,110.33,4964.77,331.15,1078.18,14.49,89.97,165.66,82.48,142.9,44.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:49:57
12878,12878,381.29,29.9,110.59,4963.51,331.15,1084.69,13.257,89.97,165.66,82.48,142.5,43.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:50:07
12879,12879,385.88,30,110.27,4971,331.82,1098.92,13.631,89.97,165.66,82.48,142.8,42.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:50:16
12880,12880,388.95,29.8,110.36,4971,330.49,1092.96,13.78,89.97,165.66,82.48,142.9,41.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:50:25
12881,12881,397.55,29.8,110.59,4988.51,330.49,1096.91,12.884,89.97,165.66,82.48,142.6,40.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:50:34
12882,12882,402.3,30,110.59,4972.27,331.15,1098.64,13.967,89.97,165.66,86.96,142.9,39.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:50:43
12883,12883,402.11,30,110.39,4992.27,331.15,1090.93,13.183,89.97,165.66,86.96,142.6,38.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:50:52
12884,12884,407.3,30,110.47,4964.77,331.82,1092.98,13.444,89.97,165.66,86.96,143.5,37.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:51:00
12885,12885,413.36,30.2,110.44,4998.5,331.15,1104.01,13.369,89.97,165.66,86.96,143.1,36.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:51:09
12886,12886,414.46,30,110.36,4983.51,331.15,1103.72,13.183,89.97,165.66,86.96,142.4,35.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:51:18
12887,12887,413.51,30,110.33,5012.27,331.15,1111.69,14.116,89.97,165.66,86.96,143.4,34.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:51:26
12888,12888,421.14,30,110.53,5019.77,331.15,1126.55,12.959,89.97,165.66,86.96,142.7,33.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:51:35
12889,12889,426.34,30.2,110.53,5021.01,331.15,1131.12,13.631,89.97,165.66,86.96,142.5,32.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:51:44
12890,12890,425.34,32.7,110.5,4987.26,331.15,1139.18,13.593,89.97,165.66,84.49,141.4,31.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:51:55
12891,12891,388.35,30.4,110.5,4989.76,331.15,1109.08,12.809,89.97,165.66,84.49,142.1,30.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:52:04
12892,12892,358.37,30.3,110.67,4938.52,331.15,1075.58,12.51,89.97,165.66,84.49,144.4,29.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:52:13
12893,12893,408.23,29.5,110.67,4944.77,330.49,1067.79,12.884,89.97,165.66,84.49,143.7,28.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:52:20
12894,12894,455.79,29.9,110.24,4958.52,331.82,1086.59,13.295,89.97,165.66,84.49,142.7,27.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:52:28
12895,12895,459.22,30.3,110.56,4982.26,331.15,1106.65,13.295,89.97,165.66,84.49,142.5,26.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:52:37
12896,12896,447.59,30.3,110.33,5003.51,331.15,1113.7,13.631,89.97,165.66,84.49,142,25.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:52:46
12897,12897,421.47,30.2,110.27,5028.51,330.49,1138.82,13.407,89.97,165.66,84.49,142.3,24.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:52:54
12898,12898,418.96,30,110.44,5018.5,330.48,1139.57,14.154,89.97,165.66,88.5,142.5,23.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:53:03
12899,12899,420.92,30.3,110.27,5021.01,331.15,1147.43,13.78,89.97,165.66,88.5,141.9,22.5,231.61,-112.5,1,1,6,100,30,1200,500,9/19/2024,4:53:12
